subscription_key,customer_key,partner_id,channel,term_type,opened_date,register_quantity,register_status,register_status_date,register_as_of_date
S03671,C03346,P1,partner,annual,2025-08-07,18,active,2025-08-07,2026-06-30
S03672,C03347,P1,partner,monthly,2025-08-28,30,active,2025-08-28,2026-06-30
S03673,C03348,P2,partner,annual,2025-12-01,0,cancelled,2026-05-30,2026-06-30
S03674,C03349,P2,partner,monthly,2025-09-25,0,cancelled,2026-06-11,2026-06-30
S03675,C03350,P1,partner,annual,2026-01-29,16,active,2026-01-29,2026-06-30
S03676,C03351,P3,partner,monthly,2026-04-13,7,active,2026-04-13,2026-06-30
S03677,C03352,P1,partner,monthly,2024-11-21,45,active,2024-11-21,2026-06-30
S03678,C03353,DIRECT,direct,annual,2024-11-17,660,active,2024-11-17,2026-06-30
S03679,C03354,P1,partner,monthly,2026-03-23,10,active,2026-03-23,2026-06-30
S03680,C03355,P1,partner,monthly,2025-11-05,16,active,2025-11-05,2026-06-30
S03681,C03356,P1,partner,annual,2025-10-02,11,active,2025-10-02,2026-06-30
S03682,C03357,P3,partner,annual,2026-01-16,19,active,2026-01-16,2026-06-30
S03683,C03358,DIRECT,direct,annual,2026-04-27,211,active,2026-04-27,2026-06-30
S03684,C03359,P2,partner,annual,2025-09-18,6,active,2025-09-18,2026-06-30
S03685,C03360,P1,partner,monthly,2026-04-06,5,active,2026-04-06,2026-06-30
S03686,C03361,P1,partner,annual,2025-01-26,15,active,2025-01-26,2026-06-30
S03687,C03361,P1,partner,monthly,2025-02-28,0,cancelled,2025-04-05,2026-06-30
S03688,C03362,P1,partner,annual,2025-02-18,8,active,2025-02-18,2026-06-30
S03689,C03363,P1,partner,monthly,2025-11-23,10,active,2025-11-23,2026-06-30
S03690,C03364,P1,partner,monthly,2025-09-29,10,active,2025-09-29,2026-06-30
S03691,C03365,P2,partner,annual,2025-02-06,0,cancelled,2025-04-10,2026-06-30
S03692,C03366,P2,partner,monthly,2025-12-05,13,active,2025-12-05,2026-06-30
S03693,C03367,P1,partner,monthly,2025-10-11,17,active,2025-10-11,2026-06-30
S03694,C03368,P3,partner,annual,2025-10-31,2,active,2025-10-31,2026-06-30
S03695,C03369,P1,partner,monthly,2025-09-22,3,active,2025-09-22,2026-06-30
S03696,C03370,P1,partner,monthly,2024-10-06,22,active,2024-10-06,2026-06-30
S03697,C03371,P1,partner,annual,2024-11-01,1,active,2024-11-01,2026-06-30
S03698,C03372,P2,partner,monthly,2025-03-22,8,active,2025-03-22,2026-06-30
S03699,C03373,P1,partner,monthly,2026-06-16,16,active,2026-06-16,2026-06-30
S03700,C03374,P2,partner,monthly,2026-04-03,4,active,2026-04-03,2026-06-30
S03701,C03375,P2,partner,annual,2026-02-04,16,active,2026-02-04,2026-06-30
S03702,C03375,P2,partner,annual,2026-04-29,16,active,2026-04-29,2026-06-30
S03703,C03376,DIRECT,direct,annual,2026-03-26,178,active,2026-03-26,2026-06-30
S03704,C03377,P1,partner,annual,2025-11-05,2,active,2025-11-05,2026-06-30
S03705,C03378,P3,partner,annual,2025-05-02,15,active,2025-05-02,2026-06-30
S03706,C03379,P1,partner,monthly,2026-06-14,21,active,2026-06-14,2026-06-30
S03707,C03380,P1,partner,annual,2025-08-08,12,active,2025-08-08,2026-06-30
S03708,C03381,P1,partner,annual,2026-04-12,18,active,2026-04-12,2026-06-30
S03709,C03382,P1,partner,annual,2025-10-21,3,active,2025-10-21,2026-06-30
S03710,C03382,P1,partner,annual,2026-04-13,5,active,2026-04-13,2026-06-30
S03711,C03383,P1,partner,annual,2024-10-30,6,active,2024-10-30,2026-06-30
S03712,C03384,P2,partner,annual,2026-01-08,11,active,2026-01-08,2026-06-30
S03713,C03385,P1,partner,annual,2025-04-23,5,active,2025-04-23,2026-06-30
S03714,C03386,P2,partner,monthly,2025-07-19,11,active,2025-07-19,2026-06-30
S03715,C03387,P1,partner,annual,2026-05-21,5,active,2026-05-21,2026-06-30
S03716,C03388,P1,partner,annual,2024-08-08,10,active,2024-08-08,2026-06-30
S03717,C03389,P2,partner,annual,2026-06-28,7,active,2026-06-28,2026-06-30
S03718,C03390,P2,partner,annual,2025-11-19,5,active,2025-11-19,2026-06-30
S03719,C03391,P3,partner,monthly,2025-09-20,69,active,2025-09-20,2026-06-30
S03720,C03392,P2,partner,monthly,2026-02-22,8,active,2026-02-22,2026-06-30
S03721,C03392,P2,partner,annual,2026-04-29,8,active,2026-04-29,2026-06-30
S03722,C03393,P2,partner,annual,2024-10-04,0,cancelled,2025-08-25,2026-06-30
S03723,C03394,P1,partner,monthly,2026-03-06,10,active,2026-03-06,2026-06-30
S03724,C03395,P2,partner,monthly,2026-04-25,18,active,2026-04-25,2026-06-30
S03725,C03396,P2,partner,monthly,2025-04-03,3,active,2025-04-03,2026-06-30
S03726,C03397,P1,partner,annual,2026-01-25,12,active,2026-01-25,2026-06-30
S03727,C03398,P1,partner,annual,2024-08-01,0,cancelled,2025-04-18,2026-06-30
S03728,C03399,P1,partner,monthly,2024-09-18,6,active,2024-09-18,2026-06-30
S03729,C03400,P1,partner,monthly,2024-10-31,21,active,2024-10-31,2026-06-30
S03730,C03401,DIRECT,direct,monthly,2025-05-23,100,active,2025-05-23,2026-06-30
S03731,C03402,P2,partner,annual,2025-08-03,5,active,2025-08-03,2026-06-30
S03732,C03403,P2,partner,annual,2026-04-07,15,active,2026-04-07,2026-06-30
S03733,C03404,P1,partner,annual,2026-01-01,5,active,2026-01-01,2026-06-30
S03734,C03405,P3,partner,monthly,2024-09-30,9,active,2024-09-30,2026-06-30
S03735,C03406,P1,partner,annual,2024-12-01,6,active,2024-12-01,2026-06-30
S03736,C03407,P3,partner,annual,2024-09-13,0,cancelled,2025-05-12,2026-06-30
S03737,C03408,P1,partner,annual,2025-06-03,2,active,2025-06-03,2026-06-30
S03738,C03409,P2,partner,monthly,2025-08-01,22,active,2025-08-01,2026-06-30
S03739,C03409,P2,partner,monthly,2026-06-14,11,active,2026-06-14,2026-06-30
S03740,C03410,P1,partner,monthly,2025-07-13,6,active,2025-07-13,2026-06-30
S03741,C03411,P1,partner,annual,2025-02-16,10,active,2025-02-16,2026-06-30
S03742,C03412,P3,partner,annual,2026-05-29,3,active,2026-05-29,2026-06-30
S03743,C03413,P1,partner,annual,2025-06-30,3,active,2025-06-30,2026-06-30
S03744,C03414,P1,partner,annual,2026-06-18,25,active,2026-06-18,2026-06-30
S03745,C03415,P1,partner,monthly,2025-06-24,20,active,2025-06-24,2026-06-30
S03746,C03416,P2,partner,monthly,2026-02-19,4,active,2026-02-19,2026-06-30
S03747,C03417,P1,partner,monthly,2025-05-02,11,active,2025-05-02,2026-06-30
S03748,C03418,DIRECT,direct,annual,2025-03-14,202,active,2025-03-14,2026-06-30
S03749,C03419,P2,partner,monthly,2025-09-18,11,active,2025-09-18,2026-06-30
S03750,C03420,P1,partner,monthly,2026-06-17,3,active,2026-06-17,2026-06-30
S03751,C03421,P1,partner,annual,2025-04-21,0,cancelled,2025-10-06,2026-06-30
S03752,C03421,P1,partner,annual,2026-03-27,11,active,2026-03-27,2026-06-30
S03753,C03422,P1,partner,monthly,2025-09-01,3,active,2025-09-01,2026-06-30
S03754,C03422,P1,partner,annual,2026-06-18,10,active,2026-06-18,2026-06-30
S03755,C03423,DIRECT,direct,annual,2025-01-06,229,active,2025-01-06,2026-06-30
S03756,C03423,DIRECT,direct,annual,2025-11-02,79,active,2025-11-02,2026-06-30
S03757,C03424,P2,partner,annual,2024-10-28,2,active,2024-10-28,2026-06-30
S03758,C03425,P2,partner,annual,2026-02-18,4,active,2026-02-18,2026-06-30
S03759,C03426,P3,partner,monthly,2026-01-08,5,active,2026-01-08,2026-06-30
S03760,C03427,P2,partner,annual,2025-10-01,23,active,2025-10-01,2026-06-30
S03761,C03428,P2,partner,annual,2025-08-28,8,active,2025-08-28,2026-06-30
S03762,C03429,P1,partner,annual,2026-06-21,2,active,2026-06-21,2026-06-30
S03763,C03430,P1,partner,annual,2025-02-13,6,active,2025-02-13,2026-06-30
S03764,C03431,P1,partner,annual,2025-07-31,33,active,2025-07-31,2026-06-30
S03765,C03432,P1,partner,monthly,2026-05-25,7,active,2026-05-25,2026-06-30
S03766,C03433,P1,partner,annual,2026-04-21,30,active,2026-04-21,2026-06-30
S03767,C03433,P1,partner,monthly,2026-06-05,6,active,2026-06-05,2026-06-30
S03768,C03434,P2,partner,annual,2024-09-30,7,active,2024-09-30,2026-06-30
S03769,C03435,P1,partner,monthly,2026-05-07,9,active,2026-05-07,2026-06-30
S03770,C03436,P3,partner,annual,2025-06-08,2,active,2025-06-08,2026-06-30
S03771,C03437,P1,partner,annual,2025-08-07,7,active,2025-08-07,2026-06-30
S03772,C03438,P1,partner,monthly,2025-08-25,28,active,2025-08-25,2026-06-30
S03773,C03439,P1,partner,monthly,2024-10-28,13,active,2024-10-28,2026-06-30
S03774,C03439,P1,partner,annual,2026-03-24,20,active,2026-03-24,2026-06-30
S03775,C03440,P1,partner,monthly,2025-09-27,10,active,2025-09-27,2026-06-30
S03776,C03441,P1,partner,annual,2024-12-11,0,cancelled,2025-12-08,2026-06-30
S03777,C03442,P1,partner,monthly,2024-11-20,15,active,2024-11-20,2026-06-30
S03778,C03443,P2,partner,annual,2024-11-11,38,active,2024-11-11,2026-06-30
S03779,C03444,DIRECT,direct,annual,2025-02-25,85,active,2025-02-25,2026-06-30
S03780,C03445,P1,partner,annual,2025-03-16,15,active,2025-03-16,2026-06-30
S03781,C03446,P1,partner,annual,2025-03-31,0,cancelled,2025-09-11,2026-06-30
S03782,C03447,P1,partner,monthly,2026-01-23,0,cancelled,2026-01-31,2026-06-30
S03783,C03448,P1,partner,annual,2025-09-14,0,cancelled,2026-02-04,2026-06-30
S03784,C03449,P1,partner,monthly,2024-12-19,95,active,2024-12-19,2026-06-30
S03785,C03450,P1,partner,annual,2025-03-04,4,active,2025-03-04,2026-06-30
S03786,C03450,P1,partner,annual,2026-05-21,9,active,2026-05-21,2026-06-30
S03787,C03451,P3,partner,monthly,2025-06-24,5,active,2025-06-24,2026-06-30
S03788,C03451,P3,partner,annual,2026-05-26,11,active,2026-05-26,2026-06-30
S03789,C03452,P1,partner,monthly,2025-12-28,16,active,2025-12-28,2026-06-30
S03790,C03453,P1,partner,annual,2024-07-10,35,active,2024-07-10,2026-06-30
S03791,C03454,P2,partner,annual,2025-08-05,3,active,2025-08-05,2026-06-30
S03792,C03455,P2,partner,annual,2025-09-22,7,active,2025-09-22,2026-06-30
S03793,C03456,P2,partner,annual,2024-08-15,16,active,2024-08-15,2026-06-30
S03794,C03457,P1,partner,monthly,2024-08-15,3,active,2024-08-15,2026-06-30
S03795,C03458,P2,partner,annual,2026-04-16,2,active,2026-04-16,2026-06-30
S03796,C03459,P2,partner,annual,2024-08-24,0,cancelled,2025-08-28,2026-06-30
S03797,C03459,P2,partner,annual,2025-11-02,5,active,2025-11-02,2026-06-30
S03798,C03460,P2,partner,monthly,2025-01-18,5,active,2025-01-18,2026-06-30
S03799,C03461,P2,partner,monthly,2026-01-25,6,active,2026-01-25,2026-06-30
S03800,C03462,P1,partner,monthly,2026-01-29,3,active,2026-01-29,2026-06-30
S03801,C03463,P1,partner,monthly,2026-02-23,26,active,2026-02-23,2026-06-30
S03802,C03464,P1,partner,monthly,2025-05-28,0,cancelled,2026-05-23,2026-06-30
S03803,C03465,P1,partner,annual,2026-02-02,3,active,2026-02-02,2026-06-30
S03804,C03465,P1,partner,annual,2026-04-13,7,active,2026-04-13,2026-06-30
S03805,C03466,P2,partner,annual,2026-05-28,6,active,2026-05-28,2026-06-30
S03806,C03467,P1,partner,monthly,2024-10-13,2,active,2024-10-13,2026-06-30
S03807,C03468,P1,partner,annual,2024-12-01,18,active,2024-12-01,2026-06-30
S03808,C03469,P3,partner,monthly,2025-01-14,5,active,2025-01-14,2026-06-30
S03809,C03470,P2,partner,annual,2025-08-02,25,active,2025-08-02,2026-06-30
S03810,C03471,DIRECT,direct,annual,2025-08-17,212,active,2025-08-17,2026-06-30
S03811,C03472,P2,partner,annual,2026-01-08,10,active,2026-01-08,2026-06-30
S03812,C03473,P2,partner,annual,2025-04-12,5,active,2025-04-12,2026-06-30
S03813,C03473,P2,partner,annual,2025-05-12,4,active,2025-05-12,2026-06-30
S03814,C03474,P1,partner,annual,2026-05-17,4,active,2026-05-17,2026-06-30
S03815,C03475,P1,partner,annual,2025-07-01,6,active,2025-07-01,2026-06-30
S03816,C03476,P2,partner,annual,2024-09-02,4,active,2024-09-02,2026-06-30
S03817,C03477,P1,partner,monthly,2025-02-18,28,active,2025-02-18,2026-06-30
S03818,C03478,P2,partner,annual,2026-05-24,8,active,2026-05-24,2026-06-30
S03819,C03479,P1,partner,monthly,2025-05-18,21,active,2025-05-18,2026-06-30
S03820,C03480,P1,partner,monthly,2025-10-01,9,active,2025-10-01,2026-06-30
S03821,C03481,P3,partner,annual,2025-04-29,14,active,2025-04-29,2026-06-30
S03822,C03482,P1,partner,annual,2024-11-18,3,active,2024-11-18,2026-06-30
S03823,C03483,P1,partner,annual,2026-06-04,4,active,2026-06-04,2026-06-30
S03824,C03484,P1,partner,annual,2026-03-03,8,active,2026-03-03,2026-06-30
S03825,C03485,P1,partner,annual,2025-03-01,15,active,2025-03-01,2026-06-30
S03826,C03485,P1,partner,monthly,2025-04-08,12,active,2025-04-08,2026-06-30
S03827,C03486,P1,partner,annual,2025-12-14,5,active,2025-12-14,2026-06-30
S03828,C03486,P1,partner,monthly,2026-01-26,8,active,2026-01-26,2026-06-30
S03829,C03487,P1,partner,annual,2025-06-30,15,active,2025-06-30,2026-06-30
S03830,C03488,P2,partner,annual,2026-03-27,3,active,2026-03-27,2026-06-30
S03831,C03489,P2,partner,annual,2025-01-14,15,active,2025-01-14,2026-06-30
S03832,C03490,P1,partner,monthly,2025-09-09,16,active,2025-09-09,2026-06-30
S03833,C03491,P2,partner,annual,2026-04-19,9,active,2026-04-19,2026-06-30
S03834,C03492,P2,partner,annual,2025-04-05,0,cancelled,2026-05-04,2026-06-30
S03835,C03493,P3,partner,annual,2025-07-28,34,active,2025-07-28,2026-06-30
S03836,C03493,P3,partner,annual,2025-12-30,4,active,2025-12-30,2026-06-30
S03837,C03494,P1,partner,annual,2025-01-12,14,active,2025-01-12,2026-06-30
S03838,C03495,P2,partner,annual,2026-01-07,4,active,2026-01-07,2026-06-30
S03839,C03496,P1,partner,monthly,2025-05-26,8,active,2025-05-26,2026-06-30
S03840,C03497,P2,partner,annual,2025-09-12,4,active,2025-09-12,2026-06-30
S03841,C03498,P1,partner,annual,2025-12-17,54,active,2025-12-17,2026-06-30
S03842,C03499,P3,partner,monthly,2024-10-27,4,active,2024-10-27,2026-06-30
S03843,C03500,P2,partner,annual,2025-07-07,8,active,2025-07-07,2026-06-30
S03844,C03501,DIRECT,direct,annual,2025-03-01,98,active,2025-03-01,2026-06-30
S03845,C03502,P2,partner,monthly,2024-11-07,16,active,2024-11-07,2026-06-30
S03846,C03503,P1,partner,annual,2026-02-05,107,active,2026-02-05,2026-06-30
S03847,C03504,P1,partner,monthly,2025-03-07,7,active,2025-03-07,2026-06-30
S03848,C03504,P1,partner,annual,2026-06-20,55,active,2026-06-20,2026-06-30
S03849,C03505,P1,partner,monthly,2025-09-25,10,active,2025-09-25,2026-06-30
S03850,C03506,P1,partner,monthly,2025-06-10,5,active,2025-06-10,2026-06-30
S03851,C03507,P2,partner,annual,2024-10-03,16,active,2024-10-03,2026-06-30
S03852,C03508,P1,partner,monthly,2026-02-28,4,active,2026-02-28,2026-06-30
S03853,C03509,P2,partner,annual,2024-11-08,11,active,2024-11-08,2026-06-30
S03854,C03510,P1,partner,annual,2025-01-07,3,active,2025-01-07,2026-06-30
S03855,C03511,P1,partner,annual,2026-04-25,29,active,2026-04-25,2026-06-30
S03856,C03512,P1,partner,monthly,2025-05-09,6,active,2025-05-09,2026-06-30
S03857,C03513,P1,partner,annual,2024-09-20,7,active,2024-09-20,2026-06-30
S03858,C03514,P3,partner,annual,2026-05-06,31,active,2026-05-06,2026-06-30
S03859,C03515,P1,partner,annual,2024-11-08,7,active,2024-11-08,2026-06-30
S03860,C03516,P1,partner,annual,2024-08-24,0,cancelled,2026-02-11,2026-06-30
S03861,C03516,P1,partner,annual,2026-02-26,7,active,2026-02-26,2026-06-30
S03862,C03517,P2,partner,annual,2025-04-16,10,active,2025-04-16,2026-06-30
S03863,C03518,P2,partner,annual,2024-09-19,6,active,2024-09-19,2026-06-30
S03864,C03518,P2,partner,annual,2025-03-10,12,active,2025-03-10,2026-06-30
S03865,C03519,P1,partner,monthly,2025-08-29,0,cancelled,2025-11-02,2026-06-30
S03866,C03520,P2,partner,monthly,2024-09-08,8,active,2024-09-08,2026-06-30
S03867,C03521,P1,partner,annual,2025-05-25,12,active,2025-05-25,2026-06-30
S03868,C03522,P2,partner,annual,2026-03-13,8,active,2026-03-13,2026-06-30
S03869,C03523,P1,partner,monthly,2024-09-14,16,active,2024-09-14,2026-06-30
S03870,C03524,P1,partner,annual,2026-04-20,16,active,2026-04-20,2026-06-30
S03871,C03525,P2,partner,monthly,2025-05-29,10,active,2025-05-29,2026-06-30
S03872,C03526,P3,partner,annual,2025-08-14,11,active,2025-08-14,2026-06-30
S03873,C03527,P1,partner,annual,2026-02-28,14,active,2026-02-28,2026-06-30
S03874,C03528,P1,partner,annual,2025-02-15,0,cancelled,2025-10-17,2026-06-30
S03875,C03529,P1,partner,annual,2024-12-11,3,active,2024-12-11,2026-06-30
S03876,C03530,P2,partner,annual,2024-12-14,4,active,2024-12-14,2026-06-30
S03877,C03530,P2,partner,annual,2026-01-14,5,active,2026-01-14,2026-06-30
S03878,C03531,P1,partner,monthly,2024-11-19,5,active,2024-11-19,2026-06-30
S03879,C03532,P2,partner,monthly,2025-04-12,12,active,2025-04-12,2026-06-30
S03880,C03533,P3,partner,annual,2025-08-25,4,active,2025-08-25,2026-06-30
S03881,C03534,P1,partner,annual,2024-10-30,7,active,2024-10-30,2026-06-30
S03882,C03535,P1,partner,annual,2025-01-05,6,active,2025-01-05,2026-06-30
S03883,C03536,P2,partner,monthly,2024-07-24,8,active,2024-07-24,2026-06-30
S03884,C03537,P1,partner,monthly,2024-09-06,8,active,2024-09-06,2026-06-30
S03885,C03538,P1,partner,monthly,2024-07-04,0,cancelled,2024-11-18,2026-06-30
S03886,C03539,P3,partner,annual,2025-01-05,3,active,2025-01-05,2026-06-30
S03887,C03540,P2,partner,monthly,2025-06-27,19,active,2025-06-27,2026-06-30
S03888,C03541,P2,partner,annual,2025-07-15,3,active,2025-07-15,2026-06-30
S03889,C03541,P2,partner,annual,2025-12-10,6,active,2025-12-10,2026-06-30
S03890,C03542,P3,partner,monthly,2025-06-09,0,cancelled,2026-06-09,2026-06-30
S03891,C03543,P1,partner,annual,2026-05-30,33,active,2026-05-30,2026-06-30
S03892,C03544,P1,partner,annual,2025-05-28,1,active,2025-05-28,2026-06-30
S03893,C03545,P1,partner,annual,2025-07-11,9,active,2025-07-11,2026-06-30
S03894,C03545,P1,partner,monthly,2025-12-18,2,active,2025-12-18,2026-06-30
S03895,C03546,P1,partner,annual,2024-08-17,3,active,2024-08-17,2026-06-30
S03896,C03547,P1,partner,monthly,2025-03-26,1,active,2025-03-26,2026-06-30
S03897,C03548,P2,partner,monthly,2025-03-12,27,active,2025-03-12,2026-06-30
S03898,C03549,P1,partner,annual,2025-01-29,0,cancelled,2025-07-31,2026-06-30
S03899,C03550,P2,partner,monthly,2025-04-07,5,active,2025-04-07,2026-06-30
S03900,C03551,P1,partner,annual,2025-07-21,3,active,2025-07-21,2026-06-30
S03901,C03552,P2,partner,annual,2025-11-08,3,active,2025-11-08,2026-06-30
S03902,C03553,P2,partner,annual,2026-02-17,23,active,2026-02-17,2026-06-30
S03903,C03554,P2,partner,annual,2025-09-07,9,active,2025-09-07,2026-06-30
S03904,C03555,P2,partner,monthly,2024-09-14,4,active,2024-09-14,2026-06-30
S03905,C03555,P2,partner,annual,2025-12-02,4,active,2025-12-02,2026-06-30
S03906,C03556,P2,partner,annual,2024-12-19,4,active,2024-12-19,2026-06-30
S03907,C03557,P2,partner,monthly,2024-10-12,6,active,2024-10-12,2026-06-30
S03908,C03558,P1,partner,monthly,2024-08-18,10,active,2024-08-18,2026-06-30
S03909,C03559,P1,partner,annual,2025-10-30,3,active,2025-10-30,2026-06-30
S03910,C03560,P1,partner,annual,2026-06-06,55,active,2026-06-06,2026-06-30
S03911,C03561,P1,partner,monthly,2025-01-06,22,active,2025-01-06,2026-06-30
S03912,C03561,P1,partner,annual,2025-07-20,16,active,2025-07-20,2026-06-30
S03913,C03562,DIRECT,direct,monthly,2026-05-22,164,active,2026-05-22,2026-06-30
S03914,C03562,DIRECT,direct,monthly,2026-06-23,461,active,2026-06-23,2026-06-30
S03915,C03563,P1,partner,monthly,2025-06-10,0,cancelled,2025-09-04,2026-06-30
S03916,C03564,P1,partner,annual,2025-10-19,37,active,2025-10-19,2026-06-30
S03917,C03565,P1,partner,monthly,2026-06-13,23,active,2026-06-13,2026-06-30
S03918,C03566,P2,partner,annual,2025-02-08,6,active,2025-02-08,2026-06-30
S03919,C03567,P2,partner,annual,2026-04-08,8,active,2026-04-08,2026-06-30
S03920,C03568,P3,partner,annual,2025-04-02,4,active,2025-04-02,2026-06-30
S03921,C03568,P3,partner,annual,2026-02-04,10,active,2026-02-04,2026-06-30
S03922,C03569,P1,partner,annual,2025-05-06,25,active,2025-05-06,2026-06-30
S03923,C03570,P1,partner,annual,2026-03-31,12,active,2026-03-31,2026-06-30
S03924,C03571,P1,partner,monthly,2025-07-11,22,active,2025-07-11,2026-06-30
S03925,C03572,P2,partner,annual,2024-07-06,4,active,2024-07-06,2026-06-30
S03926,C03573,P2,partner,monthly,2025-05-21,2,active,2025-05-21,2026-06-30
S03927,C03574,P2,partner,annual,2025-03-29,2,active,2025-03-29,2026-06-30
S03928,C03575,DIRECT,direct,annual,2024-09-29,913,active,2024-09-29,2026-06-30
S03929,C03576,P2,partner,monthly,2026-02-18,80,active,2026-02-18,2026-06-30
S03930,C03577,P3,partner,annual,2026-03-22,9,active,2026-03-22,2026-06-30
S03931,C03578,P1,partner,annual,2026-01-21,10,active,2026-01-21,2026-06-30
S03932,C03579,P2,partner,monthly,2025-04-06,11,active,2025-04-06,2026-06-30
S03933,C03580,P1,partner,annual,2025-02-01,5,active,2025-02-01,2026-06-30
S03934,C03581,P1,partner,annual,2024-11-25,3,active,2024-11-25,2026-06-30
S03935,C03582,P1,partner,monthly,2026-02-15,36,active,2026-02-15,2026-06-30
S03936,C03583,P2,partner,monthly,2025-08-28,18,active,2025-08-28,2026-06-30
S03937,C03583,P2,partner,monthly,2026-04-19,40,active,2026-04-19,2026-06-30
S03938,C03584,P2,partner,annual,2025-10-01,11,active,2025-10-01,2026-06-30
S03939,C03585,P2,partner,monthly,2025-06-01,25,active,2025-06-01,2026-06-30
S03940,C03586,P2,partner,annual,2024-11-04,2,active,2024-11-04,2026-06-30
S03941,C03587,P1,partner,annual,2024-10-19,3,active,2024-10-19,2026-06-30
S03942,C03588,P2,partner,annual,2025-06-07,60,active,2025-06-07,2026-06-30
S03943,C03589,P1,partner,annual,2026-01-30,6,active,2026-01-30,2026-06-30
S03944,C03590,P2,partner,monthly,2025-08-14,0,cancelled,2026-03-25,2026-06-30
